Rule: ('2.0', 'St') ==> ('otc alterations permit', 'complete')	 , confidence: 0.502,lift: 1.105
Rule: ('5.0', '8') ==> ('', 'otc alterations permit', 'wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.000
Rule: ('5.0', '', 'otc alterations permit') ==> ('8', 'wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.791
Rule: ('5.0', '', '8') ==> ('otc alterations permit', 'wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.791
Rule: ('5.0', 'otc alterations permit', '8') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.685
Rule: ('5.0', '', '8', 'otc alterations permit') ==> ('wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.685
Rule: ('otc alterations permit', '3.0') ==> ('complete',)	 , confidence: 0.591,lift: 1.210
Rule: ('8', '3.0') ==> ('complete',)	 , confidence: 0.591,lift: 1.210
Rule: ('otc alterations permit', '3.0') ==> ('', 'complete')	 , confidence: 0.591,lift: 1.210
Rule: ('', 'otc alterations permit', '3.0') ==> ('complete',)	 , confidence: 0.591,lift: 1.210
Rule: ('otc alterations permit', '3.0') ==> ('8', 'complete')	 , confidence: 0.591,lift: 1.299
Rule: ('8', '3.0') ==> ('otc alterations permit', 'complete')	 , confidence: 0.591,lift: 1.299
Rule: ('otc alterations permit', '3.0', '8') ==> ('complete',)	 , confidence: 0.591,lift: 1.210
Rule: ('8', '3.0') ==> ('', 'complete')	 , confidence: 0.591,lift: 1.210
Rule: ('', '8', '3.0') ==> ('complete',)	 , confidence: 0.591,lift: 1.210
Rule: ('otc alterations permit', '3.0') ==> ('', '8', 'complete')	 , confidence: 0.591,lift: 1.299
Rule: ('8', '3.0') ==> ('', 'otc alterations permit', 'complete')	 , confidence: 0.591,lift: 1.299
Rule: ('', 'otc alterations permit', '3.0') ==> ('8', 'complete')	 , confidence: 0.591,lift: 1.299
Rule: ('', '8', '3.0') ==> ('otc alterations permit', 'complete')	 , confidence: 0.591,lift: 1.299
Rule: ('otc alterations permit', '3.0', '8') ==> ('', 'complete')	 , confidence: 0.591,lift: 1.210
Rule: ('', 'otc alterations permit', '3.0', '8') ==> ('complete',)	 , confidence: 0.591,lift: 1.210
Rule: ('otc alterations permit', '2.0') ==> ('complete',)	 , confidence: 0.592,lift: 1.214
Rule: ('8', '2.0') ==> ('complete',)	 , confidence: 0.592,lift: 1.214
Rule: ('8', '2.0') ==> ('', 'complete')	 , confidence: 0.592,lift: 1.214
Rule: ('', '8', '2.0') ==> ('complete',)	 , confidence: 0.592,lift: 1.214
Rule: ('otc alterations permit', '2.0') ==> ('', 'complete')	 , confidence: 0.592,lift: 1.214
Rule: ('', 'otc alterations permit', '2.0') ==> ('complete',)	 , confidence: 0.592,lift: 1.214
Rule: ('otc alterations permit', '2.0') ==> ('8', 'complete')	 , confidence: 0.592,lift: 1.303
Rule: ('8', '2.0') ==> ('otc alterations permit', 'complete')	 , confidence: 0.592,lift: 1.303
Rule: ('otc alterations permit', '2.0', '8') ==> ('complete',)	 , confidence: 0.592,lift: 1.214
Rule: ('otc alterations permit', '2.0') ==> ('', '8', 'complete')	 , confidence: 0.592,lift: 1.303
Rule: ('8', '2.0') ==> ('', 'otc alterations permit', 'complete')	 , confidence: 0.592,lift: 1.303
Rule: ('', 'otc alterations permit', '2.0') ==> ('8', 'complete')	 , confidence: 0.592,lift: 1.303
Rule: ('', '8', '2.0') ==> ('otc alterations permit', 'complete')	 , confidence: 0.592,lift: 1.303
Rule: ('otc alterations permit', '2.0', '8') ==> ('', 'complete')	 , confidence: 0.592,lift: 1.214
Rule: ('', 'otc alterations permit', '2.0', '8') ==> ('complete',)	 , confidence: 0.592,lift: 1.214
Rule: ('2.0',) ==> ('otc alterations permit', 'St')	 , confidence: 0.596,lift: 0.952
Rule: ('2.0',) ==> ('8', 'St')	 , confidence: 0.596,lift: 0.952
Rule: ('2.0',) ==> ('', '8', 'St')	 , confidence: 0.596,lift: 0.952
Rule: ('', '2.0') ==> ('8', 'St')	 , confidence: 0.596,lift: 0.952
Rule: ('2.0',) ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.596,lift: 0.952
Rule: ('', '2.0') ==> ('otc alterations permit', 'St')	 , confidence: 0.596,lift: 0.952
Rule: ('2.0',) ==> ('8', 'St', 'otc alterations permit')	 , confidence: 0.596,lift: 1.000
Rule: ('2.0',) ==> ('', 'otc alterations permit', '8', 'St')	 , confidence: 0.596,lift: 1.000
Rule: ('', '2.0') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.596,lift: 0.952
Rule: ('wood frame (5)', 'St') ==> ('complete',)	 , confidence: 0.597,lift: 1.223
Rule: ('wood frame (5)', 'St') ==> ('5.0', 'complete')	 , confidence: 0.597,lift: 1.637
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('complete',)	 , confidence: 0.597,lift: 1.223
Rule: ('wood frame (5)', 'St') ==> ('', 'complete')	 , confidence: 0.597,lift: 1.223
Rule: ('', 'wood frame (5)', 'St') ==> ('complete',)	 , confidence: 0.597,lift: 1.223
Rule: ('wood frame (5)', 'St') ==> ('5.0', '', 'complete')	 , confidence: 0.597,lift: 1.000
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('', 'complete')	 , confidence: 0.597,lift: 1.223
Rule: ('', 'wood frame (5)', 'St') ==> ('5.0', 'complete')	 , confidence: 0.597,lift: 1.637
Rule: ('5.0', '', 'wood frame (5)', 'St') ==> ('complete',)	 , confidence: 0.597,lift: 1.223
Rule: ('8', '2.0', 'St') ==> ('5.0',)	 , confidence: 0.598,lift: 0.950
Rule: ('otc alterations permit', '2.0', 'St') ==> ('5.0',)	 , confidence: 0.598,lift: 0.950
Rule: ('8', '2.0', 'St') ==> ('', '5.0')	 , confidence: 0.598,lift: 0.950
Rule: ('', '8', '2.0', 'St') ==> ('5.0',)	 , confidence: 0.598,lift: 0.950
Rule: ('otc alterations permit', '2.0', 'St') ==> ('5.0', '8')	 , confidence: 0.598,lift: 1.071
Rule: ('8', '2.0', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.598,lift: 1.071
Rule: ('otc alterations permit', '2.0', '8', 'St') ==> ('5.0',)	 , confidence: 0.598,lift: 0.950
Rule: ('otc alterations permit', '2.0', 'St') ==> ('', '5.0')	 , confidence: 0.598,lift: 0.950
Rule: ('', 'otc alterations permit', '2.0', 'St') ==> ('5.0',)	 , confidence: 0.598,lift: 0.950
Rule: ('otc alterations permit', '2.0', 'St') ==> ('', '5.0', '8')	 , confidence: 0.598,lift: 1.071
Rule: ('8', '2.0', 'St') ==> ('', '5.0', 'otc alterations permit')	 , confidence: 0.598,lift: 1.000
Rule: ('', 'otc alterations permit', '2.0', 'St') ==> ('5.0', '8')	 , confidence: 0.598,lift: 1.071
Rule: ('', '8', '2.0', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.598,lift: 1.071
Rule: ('otc alterations permit', '2.0', '8', 'St') ==> ('', '5.0')	 , confidence: 0.598,lift: 0.950
Rule: ('', 'otc alterations permit', '2.0', '8', 'St') ==> ('5.0',)	 , confidence: 0.598,lift: 0.950
Rule: ('complete', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.600,lift: 1.165
Rule: ('complete', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.600,lift: 1.165
Rule: ('complete', 'St') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.600,lift: 1.000
Rule: ('complete', 'St') ==> ('5.0', '8', 'wood frame (5)')	 , confidence: 0.600,lift: 1.165
Rule: ('complete', 'St') ==> ('5.0', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.600,lift: 1.165
Rule: ('complete', 'St') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.600,lift: 1.165
Rule: ('', 'complete', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.600,lift: 1.165
Rule: ('complete', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.600,lift: 1.165
Rule: ('', 'complete', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.600,lift: 1.165
Rule: ('complete', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.600,lift: 1.000
Rule: ('', 'complete', 'St') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.600,lift: 1.000
Rule: ('complete', 'St') ==> ('5.0', '', 'wood frame (5)', '8')	 , confidence: 0.600,lift: 1.000
Rule: ('', 'complete', 'St') ==> ('5.0', '8', 'wood frame (5)')	 , confidence: 0.600,lift: 1.165
Rule: ('complete', 'St') ==> ('5.0', '', 'wood frame (5)', 'otc alterations permit')	 , confidence: 0.600,lift: 1.000
Rule: ('', 'complete', 'St') ==> ('5.0', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.600,lift: 1.165
Rule: ('complete', 'St') ==> ('5.0', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.600,lift: 1.000
Rule: ('complete', 'St') ==> ('5.0', '', 'wood frame (5)', '8', 'otc alterations permit')	 , confidence: 0.600,lift: 1.000
Rule: ('', 'complete', 'St') ==> ('5.0', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.600,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.716
Rule: ('5.0', '8', '2.0') ==> ('wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.716
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('8', 'wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.824
Rule: ('5.0', '8', '2.0') ==> ('otc alterations permit', 'wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.824
Rule: ('5.0', 'otc alterations permit', '2.0', '8') ==> ('wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.716
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.716
Rule: ('5.0', '', '2.0', 'otc alterations permit') ==> ('wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.716
Rule: ('5.0', '8', '2.0') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.716
Rule: ('', '5.0', '2.0', '8') ==> ('wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.716
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('', '8', 'wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.000
Rule: ('5.0', '8', '2.0') ==> ('', 'otc alterations permit', 'wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.000
Rule: ('5.0', '', '2.0', 'otc alterations permit') ==> ('8', 'wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.824
Rule: ('5.0', '', '2.0', '8') ==> ('otc alterations permit', 'wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.824
Rule: ('5.0', 'otc alterations permit', '2.0', '8') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.716
Rule: ('5.0', '', '2.0', '8', 'otc alterations permit') ==> ('wood frame (5)', 'complete')	 , confidence: 0.600,lift: 1.716
Rule: ('5.0', 'St') ==> ('8', '2.0', 'wood frame (5)')	 , confidence: 0.601,lift: 1.517
Rule: ('5.0', 'St') ==> ('otc alterations permit', '2.0', 'wood frame (5)')	 , confidence: 0.601,lift: 1.517
Rule: ('5.0', 'St') ==> ('', '8', '2.0', 'wood frame (5)')	 , confidence: 0.601,lift: 1.517
Rule: ('', '5.0', 'St') ==> ('8', '2.0', 'wood frame (5)')	 , confidence: 0.601,lift: 1.517
Rule: ('5.0', 'St') ==> ('', 'otc alterations permit', '2.0', 'wood frame (5)')	 , confidence: 0.601,lift: 1.517
Rule: ('5.0', '', 'St') ==> ('otc alterations permit', '2.0', 'wood frame (5)')	 , confidence: 0.601,lift: 1.517
Rule: ('5.0', 'St') ==> ('otc alterations permit', '2.0', 'wood frame (5)', '8')	 , confidence: 0.601,lift: 1.000
Rule: ('5.0', 'St') ==> ('', 'otc alterations permit', '2.0', 'wood frame (5)', '8')	 , confidence: 0.601,lift: 1.000
Rule: ('', '5.0', 'St') ==> ('otc alterations permit', '2.0', 'wood frame (5)', '8')	 , confidence: 0.601,lift: 1.000
Rule: ('wood frame (5)',) ==> ('complete',)	 , confidence: 0.601,lift: 1.231
Rule: ('wood frame (5)',) ==> ('', 'complete')	 , confidence: 0.601,lift: 1.231
Rule: ('', 'wood frame (5)') ==> ('complete',)	 , confidence: 0.601,lift: 1.231
Rule: ('wood frame (5)',) ==> ('5.0', 'complete')	 , confidence: 0.601,lift: 1.648
Rule: ('5.0', 'wood frame (5)') ==> ('complete',)	 , confidence: 0.601,lift: 1.231
Rule: ('wood frame (5)',) ==> ('', '5.0', 'complete')	 , confidence: 0.601,lift: 1.648
Rule: ('', 'wood frame (5)') ==> ('5.0', 'complete')	 , confidence: 0.601,lift: 1.648
Rule: ('5.0', 'wood frame (5)') ==> ('', 'complete')	 , confidence: 0.601,lift: 1.231
Rule: ('', '5.0', 'wood frame (5)') ==> ('complete',)	 , confidence: 0.601,lift: 1.231
Rule: ('5.0', '8', 'St') ==> ('complete',)	 , confidence: 0.601,lift: 1.232
Rule: ('5.0', 'otc alterations permit', 'St') ==> ('complete',)	 , confidence: 0.601,lift: 1.232
Rule: ('5.0', '8', 'St') ==> ('', 'complete')	 , confidence: 0.601,lift: 1.232
Rule: ('5.0', '', '8', 'St') ==> ('complete',)	 , confidence: 0.601,lift: 1.232
Rule: ('5.0', 'otc alterations permit', 'St') ==> ('8', 'complete')	 , confidence: 0.601,lift: 1.322
Rule: ('5.0', '8', 'St') ==> ('otc alterations permit', 'complete')	 , confidence: 0.601,lift: 1.322
Rule: ('5.0', 'otc alterations permit', '8', 'St') ==> ('complete',)	 , confidence: 0.601,lift: 1.232
Rule: ('5.0', 'otc alterations permit', 'St') ==> ('', 'complete')	 , confidence: 0.601,lift: 1.232
Rule: ('5.0', '', 'St', 'otc alterations permit') ==> ('complete',)	 , confidence: 0.601,lift: 1.232
Rule: ('5.0', 'otc alterations permit', 'St') ==> ('', '8', 'complete')	 , confidence: 0.601,lift: 1.322
Rule: ('5.0', '8', 'St') ==> ('', 'otc alterations permit', 'complete')	 , confidence: 0.601,lift: 1.322
Rule: ('', '5.0', 'St', 'otc alterations permit') ==> ('8', 'complete')	 , confidence: 0.601,lift: 1.322
Rule: ('', '5.0', '8', 'St') ==> ('otc alterations permit', 'complete')	 , confidence: 0.601,lift: 1.322
Rule: ('5.0', 'otc alterations permit', '8', 'St') ==> ('', 'complete')	 , confidence: 0.601,lift: 1.232
Rule: ('', '5.0', 'St', '8', 'otc alterations permit') ==> ('complete',)	 , confidence: 0.601,lift: 1.232
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('8', '2.0', 'wood frame (5)') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('8', '2.0', 'wood frame (5)') ==> ('5.0', 'St')	 , confidence: 0.602,lift: 1.517
Rule: ('5.0', '8', '2.0', 'wood frame (5)') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('5.0', 'St')	 , confidence: 0.602,lift: 1.517
Rule: ('5.0', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('8', '2.0', 'wood frame (5)') ==> ('', 'St')	 , confidence: 0.602,lift: 0.866
Rule: ('', '8', '2.0', 'wood frame (5)') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('8', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('8', '2.0', 'wood frame (5)') ==> ('otc alterations permit', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('otc alterations permit', '2.0', 'wood frame (5)', '8') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('', 'St')	 , confidence: 0.602,lift: 0.866
Rule: ('', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('8', '2.0', 'wood frame (5)') ==> ('', '5.0', 'St')	 , confidence: 0.602,lift: 1.517
Rule: ('', '8', '2.0', 'wood frame (5)') ==> ('5.0', 'St')	 , confidence: 0.602,lift: 1.517
Rule: ('5.0', '8', '2.0', 'wood frame (5)') ==> ('', 'St')	 , confidence: 0.602,lift: 0.866
Rule: ('', '5.0', '2.0', 'wood frame (5)', '8') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('5.0', '', 'St')	 , confidence: 0.602,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('', 'St')	 , confidence: 0.602,lift: 0.866
Rule: ('', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('5.0', 'St')	 , confidence: 0.602,lift: 1.517
Rule: ('5.0', '', '2.0', 'wood frame (5)', 'otc alterations permit') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('', '8', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('8', '2.0', 'wood frame (5)') ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('8', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('', '8', '2.0', 'wood frame (5)') ==> ('otc alterations permit', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('otc alterations permit', '2.0', 'wood frame (5)', '8') ==> ('', 'St')	 , confidence: 0.602,lift: 0.866
Rule: ('', 'otc alterations permit', '2.0', 'wood frame (5)', '8') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('5.0', '8', 'St')	 , confidence: 0.602,lift: 1.716
Rule: ('8', '2.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', 'St')	 , confidence: 0.602,lift: 1.716
Rule: ('5.0', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('8', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('5.0', '8', '2.0', 'wood frame (5)') ==> ('otc alterations permit', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('otc alterations permit', '2.0', 'wood frame (5)', '8') ==> ('5.0', 'St')	 , confidence: 0.602,lift: 1.517
Rule: ('5.0', 'otc alterations permit', '2.0', 'wood frame (5)', '8') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('', '5.0', '8', 'St')	 , confidence: 0.602,lift: 1.716
Rule: ('8', '2.0', 'wood frame (5)') ==> ('', '5.0', 'St', 'otc alterations permit')	 , confidence: 0.602,lift: 1.000
Rule: ('', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('5.0', '8', 'St')	 , confidence: 0.602,lift: 1.716
Rule: ('', '8', '2.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', 'St')	 , confidence: 0.602,lift: 1.716
Rule: ('5.0', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('', '8', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('5.0', '8', '2.0', 'wood frame (5)') ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('otc alterations permit', '2.0', 'wood frame (5)', '8') ==> ('', '5.0', 'St')	 , confidence: 0.602,lift: 1.517
Rule: ('', '5.0', '2.0', 'wood frame (5)', 'otc alterations permit') ==> ('8', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('', '5.0', '2.0', 'wood frame (5)', '8') ==> ('otc alterations permit', 'St')	 , confidence: 0.602,lift: 0.963
Rule: ('', 'otc alterations permit', '2.0', 'wood frame (5)', '8') ==> ('5.0', 'St')	 , confidence: 0.602,lift: 1.517
Rule: ('5.0', 'otc alterations permit', '2.0', 'wood frame (5)', '8') ==> ('', 'St')	 , confidence: 0.602,lift: 0.866
Rule: ('', '5.0', 'otc alterations permit', 'wood frame (5)', '8', '2.0') ==> ('St',)	 , confidence: 0.602,lift: 0.866
Rule: ('St',) ==> ('otc alterations permit', '2.0')	 , confidence: 0.605,lift: 0.995
Rule: ('St',) ==> ('8', '2.0')	 , confidence: 0.605,lift: 0.995
Rule: ('St',) ==> ('', '8', '2.0')	 , confidence: 0.605,lift: 0.995
Rule: ('St',) ==> ('', 'otc alterations permit', '2.0')	 , confidence: 0.605,lift: 0.995
Rule: ('St',) ==> ('8', '2.0', 'otc alterations permit')	 , confidence: 0.605,lift: 0.995
Rule: ('St',) ==> ('', 'otc alterations permit', '2.0', '8')	 , confidence: 0.605,lift: 1.000
Rule: ('', 'St') ==> ('8', '2.0')	 , confidence: 0.605,lift: 0.995
Rule: ('', 'St') ==> ('otc alterations permit', '2.0')	 , confidence: 0.605,lift: 0.995
Rule: ('', 'St') ==> ('otc alterations permit', '2.0', '8')	 , confidence: 0.605,lift: 1.000
Rule: ('2.0', 'St') ==> ('5.0',)	 , confidence: 0.606,lift: 0.963
Rule: ('2.0', 'St') ==> ('', '5.0')	 , confidence: 0.606,lift: 0.963
Rule: ('', '2.0', 'St') ==> ('5.0',)	 , confidence: 0.606,lift: 0.963
Rule: ('2.0', 'wood frame (5)') ==> ('St',)	 , confidence: 0.607,lift: 0.873
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', 'St')	 , confidence: 0.607,lift: 1.528
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('St',)	 , confidence: 0.607,lift: 0.873
Rule: ('2.0', 'wood frame (5)') ==> ('', 'St')	 , confidence: 0.607,lift: 0.873
Rule: ('', '2.0', 'wood frame (5)') ==> ('St',)	 , confidence: 0.607,lift: 0.873
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', '', 'St')	 , confidence: 0.607,lift: 1.000
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('', 'St')	 , confidence: 0.607,lift: 0.873
Rule: ('', '2.0', 'wood frame (5)') ==> ('5.0', 'St')	 , confidence: 0.607,lift: 1.528
Rule: ('5.0', '', '2.0', 'wood frame (5)') ==> ('St',)	 , confidence: 0.607,lift: 0.873
Rule: ('otc alterations permit', 'wood frame (5)', 'complete') ==> ('St',)	 , confidence: 0.608,lift: 0.874
Rule: ('8', 'wood frame (5)', 'complete') ==> ('St',)	 , confidence: 0.608,lift: 0.874
Rule: ('otc alterations permit', 'wood frame (5)', 'complete') ==> ('8', 'St')	 , confidence: 0.608,lift: 0.972
Rule: ('8', 'wood frame (5)', 'complete') ==> ('otc alterations permit', 'St')	 , confidence: 0.608,lift: 0.972
Rule: ('otc alterations permit', 'wood frame (5)', 'complete', '8') ==> ('St',)	 , confidence: 0.608,lift: 0.874
Rule: ('8', 'wood frame (5)', 'complete') ==> ('5.0', 'St')	 , confidence: 0.608,lift: 1.530
Rule: ('5.0', '8', 'wood frame (5)', 'complete') ==> ('St',)	 , confidence: 0.608,lift: 0.874
Rule: ('otc alterations permit', 'wood frame (5)', 'complete') ==> ('5.0', 'St')	 , confidence: 0.608,lift: 1.530
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)', 'complete') ==> ('St',)	 , confidence: 0.608,lift: 0.874
